Season,PlayerId,TeamId,FranchiseId,First Name,Last Name,Nick Name,Height,Weight,Date Of Birth,Hand,G,LD,RD,LW,C,RW,Aggression,Bravery,Determination,Teamplayer,Leadership,Temperament,Professionalism,Mental Toughness,Goalie Stamina,Acceleration,Agility,Balance,Speed,Stamina,Strength,Fighting,Screening,Getting Open,Passing,Puck Handling,Shooting Accuracy,Shooting Range,Offensive Read,Checking,Faceoffs,Hitting,Positioning,Shot Blocking,Stickchecking,Defensive Read,G Positioning,G Passing,G Pokecheck,Blocker,Glove,Rebound,Recovery,G Puckhandling,Low Shots,G Skating,Reflexes,Skating,Shooting,Playmaking,Defending,Physicality,Conditioning,Character,Hockey Sense,Goalie Technique,Goalie Overall Positioning,Ability,Potential
2034/2035,36191,17,17,Alex,Ciernik,,71,207,2004-10-8,Left,0,11,6,20,12,20,11,14,16,15,13,10,15,1,1,15,16,15,14,14,15,9,14,15,19,15,16,7,16,15,14,13,15,10,14,14,1,1,1,1,1,1,1,1,1,1,1,14,15,14,13,13,16,12,15,0,0,3,3
2034/2035,36195,0,0,Lane,Hutson,,69,190,2004-2-14,Left,0,20,14,8,5,6,9,12,12,14,13,13,14,1,1,17,16,15,15,17,13,9,7,14,17,17,9,19,17,13,8,11,14,15,14,15,1,1,1,1,1,1,1,1,1,1,1,15,14,13,14,10,18,11,14,0,0,2.5,2.5
2034/2035,174981,4182,4182,Petr,Klimo,,73,219,2014-10-22,Left,0,16,20,5,5,8,9,12,14,11,14,13,15,1,1,15,12,12,14,17,13,7,9,12,15,16,11,19,14,16,10,14,14,13,16,14,1,1,1,1,1,1,1,1,1,1,1,12,14,11,13,10,18,11,13,0,0,1.5,4
2034/2035,169782,9,9,Jiri,Vavrina,,73,217,2013-3-31,Left,0,8,5,20,10,14,7,12,15,15,12,20,14,1,1,16,18,16,15,15,13,8,14,15,20,18,15,7,16,13,13,13,14,7,19,16,1,1,1,1,1,1,1,1,1,1,1,15,14,15,13,11,17,11,15,0,0,3,3.5
2034/2035,169808,10,10,Jakub,Hudec,,73,210,2013-5-27,Right,0,8,8,20,19,13,6,13,12,12,11,20,14,1,1,15,16,16,16,14,12,9,17,14,14,15,17,7,13,14,13,10,14,11,14,13,1,1,1,1,1,1,1,1,1,1,1,15,15,12,13,11,16,12,13,0,0,2,3
2034/2035,169904,8,8,Markus,Manninen,,73,208,2013-7-6,Left,20,0,0,0,0,0,4,1,20,14,11,1,18,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,14,16,13,15,17,14,15,15,17,0,0,7,0,0,9,11,0,13,16,2,5
2034/2035,180228,26,26,Erik,Tomesek,,72,212,2015-4-19,Left,0,8,5,20,13,18,9,10,15,13,10,11,17,1,1,19,16,18,16,14,15,7,13,16,20,16,16,10,16,15,13,16,15,10,15,14,1,1,1,1,1,1,1,1,1,1,1,16,17,14,13,12,16,12,15,0,0,2.5,3.5
2034/2035,36920,32,32,Alexander,Campbell,,70,198,2001-2-27,Left,0,9,6,12,20,10,8,14,16,20,15,19,15,1,1,12,13,13,13,17,10,6,14,14,16,18,17,6,17,11,16,8,16,8,16,16,1,1,1,1,1,1,1,1,1,1,1,12,14,15,12,10,18,12,15,0,0,3.5,3.5
2034/2035,170283,20,20,Lukas,Olsson,,72,210,2013-6-11,Left,0,20,14,8,5,5,9,13,19,11,12,12,13,1,1,14,15,13,15,16,13,13,8,14,16,18,13,16,15,16,8,16,14,13,18,15,1,1,1,1,1,1,1,1,1,1,1,14,14,12,15,11,17,12,14,0,0,2.5,5
2034/2035,170309,5090,5090,Klas,Nilsson,,71,202,2013-7-20,Left,0,8,8,19,20,19,9,13,15,12,9,12,16,1,1,17,15,15,15,15,13,12,17,16,16,17,16,10,15,12,15,12,17,9,13,13,1,1,1,1,1,1,1,1,1,1,1,15,18,12,12,12,17,11,15,0,0,3,3.5
2034/2035,170529,9,9,Bob,Hubbard,,72,206,2013-7-22,Right,0,16,20,5,5,8,8,10,14,11,12,13,14,1,1,14,12,12,13,18,12,11,6,12,15,15,10,20,14,11,6,10,13,11,15,11,1,1,1,1,1,1,1,1,1,1,1,13,15,11,12,9,18,13,12,0,0,2,2.5
2034/2035,170619,22,22,Bob,Carey,,75,228,2013-2-27,Right,0,5,8,17,10,20,12,11,16,10,12,12,17,1,1,15,15,14,14,15,17,11,15,16,15,16,15,8,14,13,14,14,15,10,14,16,1,1,1,1,1,1,1,1,1,1,1,14,15,11,13,13,17,11,15,0,0,2.5,5
2034/2035,170666,26,26,Michael,Melnychuk,,72,207,2013-6-24,Left,0,9,6,19,10,20,14,13,17,13,13,14,17,1,1,16,15,16,16,17,15,10,18,16,15,16,15,10,16,17,12,18,17,11,14,16,1,1,1,1,1,1,1,1,1,1,1,15,16,12,13,14,17,11,15,0,0,4.5,5
2034/2035,170738,20,20,Joe,Piecharka,,72,208,2013-1-26,Right,0,8,8,16,20,17,10,12,17,12,12,11,18,1,1,14,13,14,14,14,13,12,13,15,15,14,14,11,16,11,16,13,15,7,17,14,1,1,1,1,1,1,1,1,1,1,1,14,18,12,12,12,16,12,15,0,0,2.5,4.5
2034/2035,170892,18,18,Stefan,Doohan,,75,225,2013-9-27,Right,0,16,20,5,5,8,5,8,14,11,11,19,15,1,1,13,15,14,15,14,12,9,9,11,15,15,13,16,16,12,8,10,15,14,16,13,1,1,1,1,1,1,1,1,1,1,1,14,14,12,14,8,17,11,14,0,0,2,2.5
2034/2035,37891,9,9,Carter,Gylander,,77,238,2001-6-5,Left,20,0,0,0,0,0,8,1,15,11,16,1,18,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,11,16,14,14,13,15,14,14,14,15,0,0,7,0,1,10,13,0,13,15,2,2
2034/2035,38004,18,18,Samu,Tuomaala,,71,203,2003-1-8,Right,0,5,8,20,13,19,9,14,15,13,16,13,15,1,1,16,18,14,15,15,12,7,15,15,17,17,13,7,16,12,13,11,15,9,15,14,1,1,1,1,1,1,1,1,1,1,1,15,13,12,12,12,17,12,15,0,0,3,3
2034/2035,171087,4182,4182,Tristen,Adam,,76,232,2013-8-21,Left,0,20,15,8,5,5,14,12,18,10,9,6,10,1,1,12,11,13,10,15,15,8,7,13,16,15,10,15,16,14,8,15,11,11,12,11,1,1,1,1,1,1,1,1,1,1,1,11,12,12,12,12,17,12,11,0,0,2,2
2034/2035,171257,3,3,Mark,Boutin,,76,229,2013-10-9,Left,0,20,15,8,5,5,10,11,15,12,11,10,15,1,1,15,14,15,12,15,14,11,7,12,16,16,13,16,15,13,11,13,15,14,15,13,1,1,1,1,1,1,1,1,1,1,1,14,14,13,14,11,17,10,14,0,0,2.5,3
2034/2035,171286,5092,5092,Cullen,Smallwood,,71,201,2013-12-30,Left,20,0,0,0,0,0,3,1,19,11,10,1,17,16,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,14,17,13,15,15,15,13,15,13,14,0,0,6,0,0,9,10,0,13,14,1.5,3.5
2034/2035,171336,23,23,Andrew,Hirsche,,74,221,2013-3-29,Right,0,5,8,18,14,20,5,8,14,14,10,19,19,1,1,16,16,17,14,16,13,9,15,15,17,17,13,8,18,15,12,12,13,10,14,16,1,1,1,1,1,1,1,1,1,1,1,15,14,14,13,10,17,10,16,0,0,3,3.5
2034/2035,171383,22,22,Jordan,Reynolds,,72,211,2013-4-22,Left,0,8,8,15,20,14,10,10,18,11,12,11,15,1,1,14,14,16,14,14,14,8,15,14,13,17,14,8,14,10,14,14,12,7,13,12,1,1,1,1,1,1,1,1,1,1,1,14,15,11,10,12,16,13,14,0,0,2,3
2034/2035,175122,4182,4182,Walter,Seppälä,,70,192,2014-1-13,Left,0,20,17,8,5,5,8,9,13,12,10,14,11,1,1,12,14,13,13,15,13,11,9,13,17,15,10,16,15,13,8,11,14,12,11,12,1,1,1,1,1,1,1,1,1,1,1,12,13,13,12,10,17,10,13,0,0,1.5,2
2034/2035,171519,26,26,Ján,Flaska,,73,218,2013-11-4,Right,0,5,8,12,11,20,5,11,16,10,12,20,13,1,1,15,17,14,14,15,12,7,13,14,16,15,12,9,14,14,12,14,16,9,16,16,1,1,1,1,1,1,1,1,1,1,1,14,15,12,13,11,17,13,14,0,0,2,3.5
2034/2035,171839,5,5,Ángel,Marungo,,72,211,2013-6-7,Right,0,5,8,12,13,20,5,10,13,15,10,19,13,1,1,14,15,15,15,17,12,8,12,19,17,16,13,6,15,12,12,11,17,8,14,16,1,1,1,1,1,1,1,1,1,1,1,14,12,14,12,10,18,11,17,0,0,2.5,2.5
2034/2035,171851,5,5,Allen,Sexton,,77,239,2013-10-7,Left,0,8,5,20,12,14,9,12,17,10,12,12,14,1,1,16,17,15,15,15,13,8,14,14,13,19,18,9,15,19,11,15,15,9,14,16,1,1,1,1,1,1,1,1,1,1,1,15,18,11,14,12,17,13,14,0,0,2.5,3
2034/2035,171965,9,9,Robert,McDonald,,72,205,2013-12-4,Left,0,8,8,18,20,13,13,14,14,16,14,11,18,1,1,15,15,16,15,16,14,10,15,14,18,16,15,9,18,13,16,15,14,9,14,14,1,1,1,1,1,1,1,1,1,1,1,14,16,13,11,13,17,12,15,0,0,2.5,3
2034/2035,172028,15,15,Vern,Stewart,,73,215,2013-4-2,Right,0,8,8,12,20,14,11,11,14,13,11,11,20,1,1,14,14,15,14,17,14,8,13,14,14,17,17,8,14,16,17,13,14,7,14,11,1,1,1,1,1,1,1,1,1,1,1,14,16,12,12,12,18,11,14,0,0,3,4
2034/2035,175456,22,22,Philipp,Zgraggen,,73,219,2014-1-23,Right,0,5,8,14,11,20,6,11,13,10,7,19,13,1,1,14,12,14,14,13,12,8,13,14,12,13,14,9,12,13,11,11,12,9,13,14,1,1,1,1,1,1,1,1,1,1,1,15,17,11,12,11,17,9,14,0,0,2,2
2034/2035,175482,11,11,Eric,Roos,,73,213,2014-1-17,Left,0,20,19,8,5,5,6,9,17,9,11,20,14,1,1,16,14,14,15,16,13,10,6,11,13,16,12,17,16,12,12,12,15,14,17,17,1,1,1,1,1,1,1,1,1,1,1,15,14,10,14,9,17,13,16,0,0,2,5
2034/2035,175564,8,8,Viktor,Karlsson,,73,217,2014-1-6,Left,0,15,20,6,6,8,4,7,12,10,11,19,15,1,1,12,13,14,14,15,10,8,6,10,16,14,9,15,16,10,7,10,12,9,12,11,1,1,1,1,1,1,1,1,1,1,1,14,13,12,11,8,18,11,12,0,0,1.5,2
2034/2035,40091,30,30,Mason,McTavish,,72,207,2003-1-30,Left,0,8,5,19,20,14,9,16,17,16,14,16,16,1,1,15,15,17,15,17,15,8,18,18,16,17,17,9,19,15,13,18,16,10,14,15,1,1,1,1,1,1,1,1,1,1,1,15,17,13,13,15,18,13,18,0,0,4.5,4.5
2034/2035,175898,3,3,Michael,Olson,,74,221,2014-3-26,Left,0,5,8,12,10,20,17,12,14,11,11,4,17,1,1,14,14,15,14,14,13,14,16,15,17,15,15,7,14,16,14,15,12,8,12,12,1,1,1,1,1,1,1,1,1,1,1,14,14,12,12,14,16,12,14,0,0,2.5,4
2034/2035,176592,16,16,Tanner,Holland,,77,234,2014-6-8,Left,0,20,14,8,5,5,8,11,17,13,12,12,12,1,1,17,14,14,14,16,15,8,8,13,17,17,13,16,16,12,9,14,16,15,16,14,1,1,1,1,1,1,1,1,1,1,1,15,14,13,14,11,17,11,15,0,0,3,5
2034/2035,176753,4182,4182,Nikita,Finagin,,74,215,2014-6-3,Right,0,20,19,5,5,8,10,12,18,10,10,13,13,1,1,15,13,15,15,18,13,9,7,12,16,16,8,16,14,20,9,15,15,13,18,14,1,1,1,1,1,1,1,1,1,1,1,15,12,12,16,11,18,10,14,0,0,2.5,4.5
2034/2035,41701,30,30,Adam,Fantilli,,75,218,2004-10-12,Left,0,8,5,12,20,10,13,15,15,16,16,12,18,1,1,16,14,15,14,17,12,8,16,14,14,15,16,8,16,10,12,11,16,8,14,11,1,1,1,1,1,1,1,1,1,1,1,15,16,13,12,13,18,13,15,0,0,3,3
2034/2035,41702,25,25,Luke,Hughes,,74,223,2003-9-9,Left,0,20,13,8,5,5,8,13,16,17,17,15,17,1,1,14,16,15,13,19,14,5,7,16,18,17,11,18,18,13,8,10,15,13,17,15,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,10,19,13,15,0,0,4,4
2034/2035,41732,3,3,Wyatt,Johnston,,73,199,2003-5-14,Right,0,5,8,12,20,14,7,16,15,16,15,17,18,1,1,19,17,16,17,16,14,5,14,15,14,17,16,7,15,12,14,11,14,6,14,11,1,1,1,1,1,1,1,1,1,1,1,17,15,13,11,12,18,12,15,0,0,3.5,3.5
2034/2035,41739,11,11,Francesco,Pinelli,,73,197,2003-4-11,Left,0,15,6,18,20,14,10,16,16,14,13,13,15,1,1,15,16,13,16,13,14,7,14,15,16,16,14,5,16,11,15,10,14,9,15,13,1,1,1,1,1,1,1,1,1,1,1,14,12,14,12,12,16,11,15,0,0,2.5,2.5
2034/2035,41757,34,34,Logan,Mailloux,,76,226,2003-4-15,Right,0,15,20,5,5,8,13,15,13,17,13,9,12,1,1,10,13,13,10,13,12,10,9,14,16,19,11,19,18,12,8,15,12,12,13,13,1,1,1,1,1,1,1,1,1,1,1,11,15,15,12,12,16,11,12,0,0,3,3
2034/2035,41760,3,3,Roman,Schmidt,,77,242,2003-2-27,Right,0,19,20,5,5,8,11,18,15,18,15,12,17,1,1,14,15,17,15,16,15,9,10,12,19,20,12,19,18,18,8,14,14,14,20,14,1,1,1,1,1,1,1,1,1,1,1,15,15,15,16,13,18,12,14,0,0,4,4
2034/2035,41793,18,18,Tucker,Robertson,,71,206,2003-6-22,Right,0,5,8,13,19,20,10,17,15,15,15,12,15,1,1,16,14,14,15,16,14,9,17,17,15,15,16,7,15,12,12,11,14,8,15,14,1,1,1,1,1,1,1,1,1,1,1,15,15,13,12,13,18,12,16,0,0,3.5,3.5
2034/2035,41802,16,16,Christian,Kyrou,,71,202,2003-9-16,Right,0,13,20,5,5,8,10,13,13,17,13,12,15,1,1,16,15,13,15,15,13,10,9,13,15,15,11,18,13,11,9,13,12,12,14,13,1,1,1,1,1,1,1,1,1,1,1,14,14,14,12,11,17,11,12,0,0,3,3
2034/2035,177307,8,8,Mark,Cusick,,73,202,2014-10-24,Left,20,0,0,0,0,0,3,1,16,12,8,1,16,12,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,11,11,13,14,14,14,15,13,15,15,0,0,7,0,0,10,12,0,12,14,1,4
2034/2035,42328,33,33,Koehn,Ziemmer,,74,217,2004-12-8,Right,0,5,8,13,13,20,8,16,13,14,14,12,13,1,1,16,15,17,17,14,17,9,15,17,14,15,17,9,16,15,12,12,17,9,15,13,1,1,1,1,1,1,1,1,1,1,1,16,17,12,14,13,16,11,16,0,0,3.5,3.5
2034/2035,42329,23,23,Nate,Danielson,,73,210,2004-9-27,Right,0,5,8,10,20,19,10,15,14,16,14,12,14,1,1,14,15,10,18,15,13,11,18,14,19,17,17,7,17,13,16,13,12,9,15,14,1,1,1,1,1,1,1,1,1,1,1,14,15,16,12,13,17,11,15,0,0,3.5,3.5
2034/2035,42334,11,11,Kevin,Korchinski,,73,205,2004-6-21,Left,0,20,16,8,5,5,10,12,11,16,14,15,15,1,1,17,16,14,16,15,14,8,9,12,18,16,10,20,18,14,7,14,16,14,17,15,1,1,1,1,1,1,1,1,1,1,1,15,15,16,15,11,17,11,15,0,0,3,3
2034/2035,42335,34,34,Denton,Mateychuk,,71,204,2004-7-12,Left,0,20,13,8,5,5,8,15,14,17,16,14,15,1,1,15,15,14,15,14,14,6,8,13,17,17,12,17,15,14,11,10,14,15,13,13,1,1,1,1,1,1,1,1,1,1,1,14,14,14,14,11,16,12,13,0,0,2.5,2.5
2034/2035,42338,5092,5092,Mathew,Ward,,68,188,2004-1-24,Left,0,11,7,20,19,14,12,14,14,19,14,11,14,1,1,15,15,14,13,16,12,7,13,16,19,18,17,7,20,12,17,13,14,8,14,16,1,1,1,1,1,1,1,1,1,1,1,14,15,17,12,12,17,11,18,0,0,3.5,3.5
2034/2035,42343,10,10,Connor,Levis,,74,213,2004-10-5,Right,0,6,8,15,20,19,7,15,16,17,14,13,17,1,1,17,15,16,15,14,15,6,16,14,17,16,13,6,16,12,14,12,16,7,15,13,1,1,1,1,1,1,1,1,1,1,1,16,12,15,12,13,16,12,15,0,0,3,3
2034/2035,42380,31,31,Oren,Shtrom,,72,211,2004-9-28,Left,0,8,5,15,20,14,10,18,15,16,14,14,16,1,1,15,18,14,13,15,11,9,16,15,16,18,17,6,18,16,17,10,15,7,16,13,1,1,1,1,1,1,1,1,1,1,1,14,14,15,13,13,17,12,16,0,0,3,3
2034/2035,42395,14,14,Fraser,Minten,,75,215,2004-7-5,Left,0,8,5,19,20,19,10,15,14,16,13,12,15,1,1,14,12,11,13,16,10,9,17,14,17,16,13,6,15,12,16,12,14,8,14,15,1,1,1,1,1,1,1,1,1,1,1,12,12,15,12,12,17,11,14,0,0,2.5,2.5
2034/2035,180613,33,33,Milan,Kovac,,73,205,2015-4-22,Right,0,16,20,5,5,8,5,11,15,9,11,19,15,1,1,14,13,15,13,14,10,7,6,11,12,16,11,15,13,13,10,10,15,13,18,13,1,1,1,1,1,1,1,1,1,1,1,15,14,10,15,9,17,13,15,0,0,1.5,5
2034/2035,42415,15,15,Dylan,Silverstein,,73,190,2004-2-7,Left,20,0,0,0,0,0,8,1,11,14,13,1,14,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,11,12,12,13,15,15,14,15,15,16,0,0,8,0,1,9,10,0,12,15,3,3
2034/2035,42495,15,15,Owen,Pickering,,77,222,2004-1-27,Left,0,20,12,8,5,5,11,14,16,18,13,13,14,1,1,14,16,14,14,15,16,7,10,12,14,16,10,18,16,14,7,16,15,14,18,15,1,1,1,1,1,1,1,1,1,1,1,14,14,14,15,13,17,12,15,0,0,2.5,2.5
2034/2035,42522,25,25,Jimmy,Snuggerud,,74,212,2004-6-1,Right,0,5,8,16,20,19,10,14,14,18,11,13,14,1,1,16,15,15,16,15,14,9,15,16,16,17,17,7,16,15,16,12,13,10,14,15,1,1,1,1,1,1,1,1,1,1,1,15,15,15,13,13,17,11,16,0,0,3,3
2034/2035,181145,31,31,Charles-Éric,Létourneau,,73,214,2015-9-21,Left,0,19,20,8,5,5,17,13,16,11,11,3,11,1,1,15,12,12,11,12,12,11,8,11,13,14,11,13,11,14,7,17,11,13,12,12,1,1,1,1,1,1,1,1,1,1,1,11,11,10,11,12,15,12,10,0,0,1,4
2034/2035,181949,5088,5088,Rostislav,Gallé,,74,219,2015-7-22,Right,0,14,20,5,5,8,5,10,16,13,12,21,13,1,1,17,15,16,16,16,13,11,10,14,17,20,12,16,16,15,11,12,16,15,17,16,1,1,1,1,1,1,1,1,1,1,1,15,13,12,14,9,17,12,15,0,0,2.5,4.5
2034/2035,44608,17,17,Grayden,Daul,,73,203,2003-1-31,Right,0,20,20,8,5,8,9,17,13,12,16,11,13,1,1,17,16,12,15,14,14,7,10,12,16,18,9,18,18,13,7,13,14,15,16,14,1,1,1,1,1,1,1,1,1,1,1,14,13,12,14,12,16,12,14,0,0,2,2
2034/2035,44789,34,34,Connor,Kurth,,71,214,2003-7-30,Right,0,5,8,17,19,20,12,16,15,17,14,12,17,1,1,13,15,12,16,15,13,9,16,15,15,14,16,6,15,11,16,14,11,7,11,12,1,1,1,1,1,1,1,1,1,1,1,13,14,14,10,14,17,11,15,0,0,3,3
2034/2035,45152,5088,5088,Cam,Squires,,71,201,2005-4-11,Right,0,5,8,16,17,20,10,14,13,13,14,11,14,1,1,15,15,15,14,19,15,8,16,17,15,16,15,7,16,12,11,13,14,10,16,14,1,1,1,1,1,1,1,1,1,1,1,14,14,12,13,13,19,12,16,0,0,2.5,2.5
2034/2035,45153,16,16,Dalibor,Dvorský,,74,220,2005-6-15,Left,0,8,5,14,20,19,8,14,14,17,14,15,15,1,1,18,16,16,17,16,14,8,15,16,16,17,16,11,17,12,14,13,14,8,17,13,1,1,1,1,1,1,1,1,1,1,1,17,19,14,12,12,17,12,16,0,0,3.5,3.5
2034/2035,45155,28,28,Riley,Heidt,,72,201,2005-3-25,Left,0,8,5,20,14,13,10,15,14,16,13,13,14,1,1,15,15,15,14,16,16,11,13,16,17,18,16,7,18,14,12,13,16,10,14,14,1,1,1,1,1,1,1,1,1,1,1,14,15,15,13,13,17,12,17,0,0,3,3
2034/2035,45157,34,34,Brayden,Yager,,75,210,2005-1-3,Right,0,5,8,12,20,15,9,15,16,17,14,13,15,1,1,14,14,15,16,16,12,9,14,17,17,17,19,9,17,13,16,14,14,7,15,14,1,1,1,1,1,1,1,1,1,1,1,15,18,15,12,12,18,12,17,0,0,4,4
2034/2035,45159,29,29,Dominik,Petr,,74,221,2005-4-30,Left,0,11,8,20,19,13,12,13,16,19,17,9,14,1,1,13,17,15,12,15,13,9,13,14,19,19,14,8,18,12,15,13,16,9,14,15,1,1,1,1,1,1,1,1,1,1,1,13,15,16,12,12,17,13,16,0,0,3.5,3.5
2034/2035,45160,5088,5088,Samuel,Sisik,,71,201,2005-3-17,Left,0,8,5,20,10,18,9,15,12,14,13,13,16,1,1,12,14,15,13,18,14,7,14,16,14,18,15,8,16,15,12,11,13,8,14,13,1,1,1,1,1,1,1,1,1,1,1,13,15,12,12,12,19,11,16,0,0,2.5,2.5
2034/2035,45162,21,21,Tanner,Molendyk,,73,207,2005-2-3,Left,0,19,20,8,5,6,9,12,16,15,14,15,15,1,1,13,12,10,11,14,12,9,10,13,18,17,11,18,17,12,8,14,17,13,15,15,1,1,1,1,1,1,1,1,1,1,1,11,14,15,14,11,17,12,16,0,0,2.5,2.5
2034/2035,45165,3,3,Mazden,Leslie,,74,224,2005-4-15,Right,0,12,20,5,5,8,14,16,14,16,15,10,13,1,1,15,13,14,14,19,14,12,9,13,16,17,11,18,19,16,9,15,15,14,12,13,1,1,1,1,1,1,1,1,1,1,1,14,14,13,14,13,19,11,14,0,0,3.5,3.5
2034/2035,45166,26,26,Owen,Beck,,74,214,2004-2-3,Right,0,5,8,13,19,20,8,15,15,16,13,14,13,1,1,17,15,17,17,16,13,5,16,16,14,16,19,8,16,13,16,12,13,8,14,15,1,1,1,1,1,1,1,1,1,1,1,17,17,14,12,12,18,11,16,0,0,3,3
2034/2035,45168,23,23,Luke,McNamara,,76,204,2005-3-2,Left,0,8,5,19,20,13,11,17,16,15,14,13,15,1,1,14,11,15,15,15,11,13,15,15,15,18,15,7,16,11,15,11,15,9,17,12,1,1,1,1,1,1,1,1,1,1,1,14,14,13,13,13,17,12,15,0,0,2.5,2.5
2034/2035,45224,5092,5092,Berkly,Catton,,71,202,2006-1-14,Left,0,8,5,13,20,10,11,14,14,17,14,13,15,1,1,16,16,16,18,15,16,10,15,17,17,19,17,7,16,16,15,12,16,6,16,14,1,1,1,1,1,1,1,1,1,1,1,16,15,14,13,13,17,12,16,0,0,4,4
2034/2035,46952,11,11,Axel,Mangbo,,75,226,2003-4-15,Left,20,0,0,0,0,0,7,1,17,15,14,1,16,18,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,11,16,12,13,16,14,14,14,13,15,0,0,8,0,1,9,11,0,13,14,1.5,1.5
2034/2035,47473,0,0,Filip,Meár,,71,202,2004-1-3,Right,0,5,8,14,18,20,8,10,14,18,14,15,14,1,1,16,17,17,16,16,16,8,13,15,16,17,17,6,18,14,11,12,15,9,14,14,1,1,1,1,1,1,1,1,1,1,1,16,14,14,13,11,17,12,16,0,0,4,4
2034/2035,47943,27,27,Pavel,Mintyukov,Mintea,73,216,2003-11-25,Left,0,20,14,8,5,5,10,16,16,15,14,14,14,1,1,13,17,17,15,18,13,9,11,15,16,17,12,18,16,13,9,14,15,13,15,16,1,1,1,1,1,1,1,1,1,1,1,15,15,14,14,12,19,13,15,0,0,4,4
2034/2035,51724,3,3,Otto,Stenberg,,71,204,2005-5-29,Left,0,8,5,20,19,12,9,14,12,14,13,13,15,1,1,16,15,14,15,16,14,8,13,17,15,16,17,7,17,10,13,12,12,6,13,13,1,1,1,1,1,1,1,1,1,1,1,15,15,12,10,12,17,11,17,0,0,3,3
2034/2035,52342,33,33,Niklas,Kokko,,75,219,2004-3-14,Left,20,0,0,0,0,0,8,1,12,17,14,1,16,17,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,12,14,13,12,14,14,13,15,13,16,0,0,9,0,1,9,11,0,13,14,2,2
2034/2035,52431,5090,5090,Jacob,Oster,,75,227,2004-3-26,Right,20,0,0,0,0,0,8,1,15,15,14,1,13,16,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,14,16,14,15,13,14,14,15,14,15,0,0,8,0,1,9,12,0,14,15,2.5,2.5
2034/2035,52691,3,3,Adam,Sýkora,,71,202,2004-9-7,Left,0,13,10,19,20,19,9,13,13,14,13,14,15,1,1,15,16,14,13,17,13,8,15,16,14,15,15,6,15,11,16,13,13,9,13,13,1,1,1,1,1,1,1,1,1,1,1,14,13,12,11,12,18,11,15,0,0,2,2
2034/2035,52769,4182,4182,David,Jirícek,,75,230,2003-11-28,Right,0,19,20,5,5,8,12,15,13,15,13,12,15,1,1,15,15,16,15,15,15,11,9,13,16,17,11,20,17,14,11,13,13,16,15,14,1,1,1,1,1,1,1,1,1,1,1,15,15,13,14,12,17,11,13,0,0,2.5,2.5
2034/2035,54544,21,21,Marco,Kasper,,73,215,2004-4-8,Left,0,8,5,17,20,15,10,15,14,14,16,12,16,1,1,15,14,14,15,14,13,12,16,16,17,16,18,7,15,15,15,14,16,10,14,15,1,1,1,1,1,1,1,1,1,1,1,14,16,13,13,13,16,12,15,0,0,3,3
2034/2035,54996,31,31,Noel,Nordh,,75,227,2005-1-25,Left,0,15,13,19,13,20,10,15,17,14,15,12,15,1,1,14,12,15,14,18,13,10,17,17,18,18,16,9,17,16,11,15,17,9,17,17,1,1,1,1,1,1,1,1,1,1,1,14,17,13,14,14,18,12,17,0,0,3.5,3.5
2034/2035,55470,19,19,Zach,Bookman,,71,203,2002-3-29,Right,0,20,19,8,5,6,8,13,14,16,15,12,16,1,1,14,12,13,14,15,12,10,6,12,16,16,13,18,15,12,8,10,12,12,14,14,1,1,1,1,1,1,1,1,1,1,1,13,15,14,12,9,17,12,13,0,0,2.5,2.5
2034/2035,55548,0,0,Zach,Benson,,71,202,2005-5-12,Left,0,8,5,12,20,12,10,15,14,15,13,14,18,1,1,16,16,16,17,14,15,10,15,16,17,17,15,9,18,15,16,12,14,8,14,13,1,1,1,1,1,1,1,1,1,1,1,16,16,14,12,13,16,12,17,0,0,3.5,3.5
2034/2035,55553,25,25,Gracyn,Sawchyn,,71,201,2005-1-19,Right,0,5,8,10,19,20,12,14,13,16,14,11,16,1,1,14,19,16,15,16,13,7,15,16,16,16,18,9,16,11,15,13,14,8,16,12,1,1,1,1,1,1,1,1,1,1,1,15,18,14,12,13,18,11,16,0,0,3.5,3.5
2034/2035,55573,9,9,Gavin,Brindley,,73,205,2004-10-5,Right,0,5,8,12,10,20,9,14,14,17,14,13,14,1,1,14,16,16,14,17,15,5,14,15,14,16,13,7,16,14,12,13,14,9,15,17,1,1,1,1,1,1,1,1,1,1,1,14,13,15,13,13,18,12,15,0,0,4,4
2034/2035,55595,14,14,Beau,Jelsma,,71,203,2004-4-28,Left,0,8,5,20,18,12,11,15,15,15,13,13,14,1,1,15,12,15,13,12,12,10,18,17,14,17,18,7,17,15,13,15,17,8,13,16,1,1,1,1,1,1,1,1,1,1,1,14,16,12,13,14,15,12,17,0,0,3.5,3.5
